video_id,class,kinetics_start,kinetics_end,repetition_start,repetition_end,count
9uq93pDWHbE,exercising arm,193,203,193.000000,202.943277,3
_Mdd5Lc0lzg,exercising arm,13,23,13.000000,22.015025,5
_ujG14Akcac,exercising arm,33,43,35.102102,42.943277,2
ABUjxBkFUWA,front raises,37,47,37.701725,41.375464,2
A68J41gXTyY,front raises,4,14,4.000000,10.047714,3
BBTHNwPx_do,front raises,2,12,2.000000,9.807808,3
CQDBpBmzYaQ,front raises,0,10,7.007007,9.968302,3
C29kvQkzadQ,front raises,17,27,17.900901,26.976643,2
C52j69LRW5Q,front raises,0,10,2.769436,9.976643,4
DfawoubB5R4,front raises,1,11,3.000000,10.920000,4
D7C85qKg_Gk,front raises,18,28,18.000000,23.488822,3
EMm7fbm9nus,front raises,1,11,1.000000,10.968302,4
Eeqcp42rIGs,front raises,5,15,5.000000,14.409409,6
EvYK2eA7xVw,front raises,5,15,9.958333,15.000000,2
FQG7XicPl3U,front raises,14,24,19.188522,23.976643,3
GH4Z41Wn3KQ,front raises,46,56,46.000000,49.303303,2
GTAH6-CL4Ys,front raises,2,12,2.000000,8.172840,3
GcWgWifEdyg,front raises,88,98,88.000000,97.933333,4
HIt1RcdVapg,front raises,5,15,5.000000,9.462022,2
HQyIPAJLqlc,front raises,7,17,7.000000,13.439773,2
HZNs_FOXF14,front raises,2,12,2.000000,11.943277,3
Heid6l1GHOc,front raises,0,10,0.450450,9.909910,3
H7ufIPPvd5U,front raises,2,12,4.600000,11.680000,2
Ix5p_7k676k,front raises,2,12,2.000000,5.766667,2
Ix5p_7k676k,front raises,2,12,7.933333,12.000000,2
JQBT1jBkoyQ,front raises,19,29,19.000000,26.866667,2
JWPJRoehLxg,front raises,43,53,43.000000,53.000000,5
JhoPVQlJhlU,front raises,0,10,0.000000,7.666667,2
JzLzI-R03ds,front raises,0,10,4.037371,9.976643,4
J81S0R4jZfo,front raises,4,14,4.333667,13.976643,5
KFKXbf3-Vg8,front raises,11,21,11.000000,20.976643,6
KsSPKSXkphg,front raises,2,12,2.900901,9.941275,3
L21gCms-JYw,front raises,3,13,4.001001,10.707708,3
MKni-WE_EJA,front raises,10,20,10.000000,19.976643,4
MQ8inujgTR0,front raises,11,21,12.766667,17.666667,2
Ma_6eNkNSJU,front raises,5,15,5.000000,14.976643,6
MfNYw7drgw4,front raises,0,10,0.000000,7.413793,4
NCsAAUM_NTY,front raises,10,20,10.000000,20.000000,6
NiZa1nz1jhU,front raises,0,10,0.000000,10.000000,6
ODPGbGJPJOE,front raises,76,86,76.000000,85.976643,6
OqGJiF2uNFY,front raises,2,12,2.000000,6.754755,3
OqGJiF2uNFY,front raises,2,12,9.340674,11.968302,2
O2yGGRuKXto,front raises,5,15,5.000000,14.976643,7
O3K-uKeobMw,front raises,2,12,6.666667,12.000000,3
P-6nG5rM7YQ,front raises,0,10,0.333333,6.100000,3
P-6nG5rM7YQ,front raises,0,10,6.800000,10.000000,2
Q5ukigw09I0,front raises,0,10,0.000000,7.657658,3
SM8QucBW7VE,front raises,2,12,7.972639,11.976643,2
T46_ndLYFe4,front raises,0,10,0.000000,10.000000,5
Vw0nq7cPDcg,front raises,4,14,4.000000,13.976643,12
V3RdM_Qf1CY,front raises,8,18,8.000000,17.926593,3
WGcw4dPg0Qs,front raises,7,17,7.000000,17.000000,7
XV3_pSSGqbA,front raises,0,10,0.000000,6.239573,5
XoEAo1jWHB4,front raises,2,12,2.966667,12.000000,4
X86TOmc07sA,front raises,1,11,1.000000,8.921917,3
YW2Z0KDK1Iw,front raises,18,28,18.000000,27.043194,5
aN9PmVjbwqo,front raises,5,15,5.000000,13.375042,5
aXs3nGPIdW4,front raises,10,20,10.000000,20.000000,3
bRYkhg1jz3M,front raises,1,11,1.000000,10.976643,5
bhjtEvQ_PP8,front raises,2,12,2.000000,8.366667,3
bycf-KRhGts,front raises,8,18,8.500000,18.000000,6
b5fKZcvZ9xw,front raises,0,10,0.000000,9.384384,3
b7pHrYAitKU,front raises,0,10,0.000000,9.976643,6
cEvK2aS5ehU,front raises,14,24,14.000000,22.975642,6
ci46dm87tfo,front raises,0,10,0.033367,9.976643,4
dBCmbYuAK7w,front raises,7,17,7.966667,15.966667,4
dMLonKJ2oBg,front raises,9,19,10.000000,15.566667,3
dSUqi2thxAE,front raises,1,11,1.000000,11.000000,7
e3JvRiHmnI0,front raises,3,13,3.766667,12.566667,4
fFCbUAZz3oc,front raises,7,17,11.037371,16.976643,2
fZrwazqph2g,front raises,4,14,4.000000,13.976643,5
fcbdbV8aXHc,front raises,2,12,2.000000,11.600000,6
f0EJIyEqKDg,front raises,3,13,3.000000,11.742075,6
f83jTVAR_XY,front raises,4,14,4.000000,13.976643,6
gWYAcOfnKys,front raises,3,13,3.567234,11.942276,3
gp71eVqIbpE,front raises,2,12,2.000000,9.360000,2
g4FMo-eQv-M,front raises,0,10,0.050050,6.556557,2
hBq3ObGmxKE,front raises,29,39,29.000000,35.633333,5
iDtN2lN7EPo,front raises,9,19,9.000000,18.666667,3
ii2Cokl4lc0,front raises,0,10,0.000000,6.806807,3
jNEaz0Y2kBU,front raises,15,25,18.872605,24.948588,3
kCXfIdx_wH4,front raises,5,15,5.000000,14.275943,6
kL0UYOzU3Hw,front raises,7,17,9.748511,16.432391,4
lWJ-xArazzc,front raises,2,12,7.700000,12.000000,3
lZkahBIvJtQ,front raises,12,22,12.000000,22.000000,8
lirLURjxr0E,front raises,3,13,3.200000,13.000000,3
l7QAgN6oRBE,front raises,2,12,2.000000,6.921588,2
mvObYE1jIMA,front raises,0,10,0.000000,10.000000,7
myQzH7BEd6g,front raises,1,11,1.300000,5.833333,2
nTi6Els5h9c,front raises,2,12,2.000000,11.666667,4
n1RjNlg2VPk,front raises,4,14,4.000000,11.974641,4
of3i0vPTk8c,front raises,9,19,9.100100,14.271939,2
of3i0vPTk8c,front raises,9,19,15.406406,18.976643,2
olGMSAowyrA,front raises,26,36,27.066667,36.000000,4
phzeDHW1qME,front raises,5,15,7.502503,10.739072,2
reraUbcS7RI,front raises,0,10,0.000000,10.000000,6
s-qdJZ8IRkU,front raises,1,11,3.569236,9.675342,2
tcX2qWFCIik,front raises,6,16,6.000000,16.000000,4
vF0Gz5AOcSg,front raises,0,10,6.448276,9.862069,2
zQhZ1MOgT9g,front raises,9,19,10.835168,18.976643,2
z-JNOUyV7Nk,front raises,17,27,17.000000,25.541875,3
0OpUaIKCDmc,front raises,7,17,7.000000,16.960892,5
0cie4Dag5NM,front raises,5,15,5.000000,15.000000,5
0hhwLMwIwWk,front raises,2,12,2.000000,6.992628,3
0_EeIVIi5vU,front raises,12,22,12.000000,15.795462,2
0_EeIVIi5vU,front raises,12,22,18.423090,21.968302,2
1AuqtFXflQ4,front raises,14,24,14.166667,24.000000,4
1mjrjDOhaV8,front raises,5,15,5.000000,15.000000,8
1r-kCQoi50A,front raises,0,10,2.969636,9.976643,2
2C6MGHJ9b4k,front raises,0,10,2.366667,10.000000,4
2DH_P9OCgU4,front raises,11,21,11.083417,20.976643,3
2h2EMB7Q4KQ,front raises,0,10,0.000000,9.976643,7
3Gq5dVaJ7EM,front raises,10,20,10.000000,18.341675,4
3wAarCjHT8I,front raises,5,15,5.167129,14.626634,3
4AUXIbTOTsc,front raises,1,11,1.400400,10.976643,5
4Kln9AqLRAA,front raises,11,21,11.000000,19.757563,3
4asMwQOZGSU,front raises,27,37,28.666667,37.000000,3
4u1SX87_hHk,front raises,8,18,8.433767,17.609610,4
4-s5TIz-YrE,front raises,14,24,14.000000,18.600000,3
55cNMNGtMVk,front raises,2,12,2.000000,12.000000,5
6Q-P0jc4_58,front raises,5,15,7.585919,14.968302,2
6gdNjUNfctI,front raises,26,36,26.000000,35.366667,6
7TXkYHlaftI,front raises,0,10,0.000000,10.000000,3
77STyrHkwFM,front raises,5,15,5.233333,15.000000,3
78HZ_RkMjX4,front raises,1,11,2.001001,10.976643,3
8HUubi50s54,front raises,5,15,5.000000,13.408408,4
8ptyL3caEC8,front raises,0,10,0.000000,9.968302,3
89ONF3JWdHw,front raises,95,105,96.120000,104.880000,4
9JSCtK83Lh0,front raises,0,10,0.233567,8.008008,3
9vI4FnrtKB0,front raises,4,14,4.000000,13.640000,3
97Ulov2NO30,front raises,7,17,7.000000,16.275943,5
-eACihRsUK8,front raises,16,26,16.000000,22.406406,2
-8k3AnXTBD8,front raises,47,57,47.000000,55.183334,5
Ad5_tGSCCLE,gymnastics tumbling,0,10,1.671123,3.609626,2
Ad5_tGSCCLE,gymnastics tumbling,0,10,6.885027,9.993316,2
Bystz_9D4NA,gymnastics tumbling,110,120,115.383334,117.633333,2
Cc5R3Ey3MQw,gymnastics tumbling,4,14,5.968635,8.437771,3
DgLUB2tqxxU,gymnastics tumbling,5,15,11.740073,14.409409,2
D06JYMRaSgU,gymnastics tumbling,3,13,3.000000,6.920587,5
D8Q5kF1Qg6g,gymnastics tumbling,4,14,6.200000,8.166667,2
EFQef0Qa508,gymnastics tumbling,0,10,6.266667,10.000000,4
FQnH6pjj4DA,gymnastics tumbling,0,10,3.066667,5.800000,3
Gi6RLG69BFE,gymnastics tumbling,26,36,26.000000,27.983334,2
Gi6RLG69BFE,gymnastics tumbling,26,36,30.766667,33.850000,4
HFuOhzpSyEU,gymnastics tumbling,0,10,4.571238,8.408408,4
Hb0xqpm3E_4,gymnastics tumbling,0,10,0.000000,6.906907,8
I7nPIyRjiHE,gymnastics tumbling,143,153,148.138472,150.907908,3
KxXxsr3a4Fk,gymnastics tumbling,3,13,3.104271,4.710044,2
LiQFp-QBfqI,gymnastics tumbling,0,10,5.966666,9.916666,2
MAQd6Wue3Gs,gymnastics tumbling,48,58,50.268936,57.976643,4
MJUV4xuOazo,gymnastics tumbling,11,21,16.783334,19.150000,3
OVG9FlEXUsk,gymnastics tumbling,99,109,107.108108,108.943277,3
OZ_HIjPYi0g,gymnastics tumbling,22,32,22.000000,25.370037,3
OZ_HIjPYi0g,gymnastics tumbling,22,32,26.437771,31.242576,6
PSjsZbsL-5w,gymnastics tumbling,15,25,15.900000,18.466667,2
PSjsZbsL-5w,gymnastics tumbling,15,25,23.616667,25.000000,2
Pct0eQYej3o,gymnastics tumbling,5,15,12.720000,14.940000,3
QSy9EaDLGto,gymnastics tumbling,261,271,261.000000,262.901902,2
QSy9EaDLGto,gymnastics tumbling,261,271,264.536870,270.943277,5
SZRaAzB3QBM,gymnastics tumbling,0,10,7.207207,9.976643,4
SefnEPNTw_A,gymnastics tumbling,16,26,24.716667,26.000000,2
T0ST9vRjYS8,gymnastics tumbling,40,50,41.100000,42.900000,2
T0ST9vRjYS8,gymnastics tumbling,40,50,47.366667,50.000000,2
UX4Qi1opOXs,gymnastics tumbling,15,25,18.436770,21.373040,3
UgX8DaY_eZw,gymnastics tumbling,1,11,5.366667,11.000000,2
VByjMRVclos,gymnastics tumbling,84,94,84.000000,86.902903,3
VByjMRVclos,gymnastics tumbling,84,94,90.973640,93.976643,4
VPBUGLdGqD0,gymnastics tumbling,4,14,4.000000,7.100000,4
VRHUMsNPIKc,gymnastics tumbling,5,15,5.920465,10.113694,5
V_ryg-1hlwQ,gymnastics tumbling,1,11,3.750000,7.000000,3
Ws6BRfALmY0,gymnastics tumbling,230,240,235.472139,237.807808,2
Wwxwpvq91B8,gymnastics tumbling,0,10,8.074742,9.976643,3
X4KmJKL-fBw,gymnastics tumbling,107,117,107.000000,112.939273,5
X8hMsxOpz3M,gymnastics tumbling,1,11,1.000000,3.235569,2
Y3R8iq7p6qY,gymnastics tumbling,2,12,3.280000,5.920000,3
auHhQhObpMY,gymnastics tumbling,2,12,3.900000,7.933333,5
bArYcY2kdxU,gymnastics tumbling,6,16,6.766667,12.233333,2
bnDUR8Y39J8,gymnastics tumbling,55,65,60.400000,63.866667,4
cfZXAZ54NVA,gymnastics tumbling,3,13,3.000000,7.504505,5
cfZXAZ54NVA,gymnastics tumbling,3,13,8.138472,11.842176,4
e5uBDSv4AC8,gymnastics tumbling,0,10,4.473295,6.390421,2
gTSnIOgM87A,gymnastics tumbling,3,13,3.760000,7.920000,5
geO4OvfhX1k,gymnastics tumbling,38,48,38.000000,42.804805,6
gyJkrOIGoi4,gymnastics tumbling,1,11,6.739072,9.942276,3
g-p9SUNjqTQ,gymnastics tumbling,0,10,0.934268,4.738071,3
iqd20MqCv-Y,gymnastics tumbling,61,71,61.600600,64.753754,3
iqd20MqCv-Y,gymnastics tumbling,61,71,68.073740,70.943277,3
jVuULyEsmTs,gymnastics tumbling,78,88,79.433333,81.933333,3
kelA2ovmjQE,gymnastics tumbling,59,69,60.735068,63.604605,3
lzm1gFhuMU0,gymnastics tumbling,62,72,63.633333,66.566667,3
mZ9kQI_sYu0,gymnastics tumbling,33,43,33.567234,35.836170,2
mZ9kQI_sYu0,gymnastics tumbling,33,43,39.890223,41.508508,2
nSnN-gkqpYo,gymnastics tumbling,4,14,7.211268,9.295775,2
oIS18KiMofU,gymnastics tumbling,0,10,2.266667,4.933333,2
oN3qOlphjfo,gymnastics tumbling,0,10,0.500000,5.733333,6
pirkG7Yh4ow,gymnastics tumbling,16,26,18.066667,19.583333,2
pk9x5_VxeCY,gymnastics tumbling,8,18,8.000000,11.666667,4
pyxWKIb-eqc,gymnastics tumbling,3,13,3.000000,7.066667,5
qhhi8AA0QoM,gymnastics tumbling,5,15,5.000000,8.693905,5
q9m6VgbLQmQ,gymnastics tumbling,0,10,1.333333,6.266667,5
rDMmehZWzt8,gymnastics tumbling,0,10,0.266667,3.766667,4
rORDkNStvrE,gymnastics tumbling,0,10,0.000000,7.666667,2
r5RITWCSoCE,gymnastics tumbling,6,16,6.000000,9.434066,4
r_QAJpJZN0Y,gymnastics tumbling,1,11,3.283333,5.066667,2
tJM8EYnYXJ4,gymnastics tumbling,8,18,14.733333,18.000000,2
tO_kBm_8Mdc,gymnastics tumbling,2,12,4.700000,7.380000,2
tXXdRLgAPn4,gymnastics tumbling,119,129,119.000000,123.137471,3
tXXdRLgAPn4,gymnastics tumbling,119,129,124.171839,128.743076,5
t5h7YZ5UB_k,gymnastics tumbling,0,10,5.100000,7.800000,3
uMPr44v1ik8,gymnastics tumbling,0,10,2.200000,5.733333,3
ue76rkIZDF4,gymnastics tumbling,4,14,4.000000,7.640000,6
viNT4FsgyRA,gymnastics tumbling,15,25,15.000000,18.103103,3
wLuZIPKdWp0,gymnastics tumbling,201,211,203.719386,205.354354,2
wLuZIPKdWp0,gymnastics tumbling,201,211,209.091424,210.976643,2
wehENUfVkhI,gymnastics tumbling,0,10,4.900000,10.000000,8
zrYbyLRnRLo,gymnastics tumbling,30,40,37.133333,40.000000,3
1cCuD72uk9g,gymnastics tumbling,3,13,3.000000,5.268935,3
1cCuD72uk9g,gymnastics tumbling,3,13,5.936270,9.289623,4
1cCuD72uk9g,gymnastics tumbling,3,13,10.524191,12.976643,4
1x7Exq_p6co,gymnastics tumbling,3,13,4.771568,5.740916,2
3q_hYozNomk,gymnastics tumbling,6,16,12.566667,15.066667,3
4tSdZzeV7BU,gymnastics tumbling,14,24,14.000000,18.166667,5
48jTnRkRWEM,gymnastics tumbling,7,17,7.733333,10.966667,4
67yBz3lzUic,gymnastics tumbling,1,11,1.417084,4.003003,2
7Jr-3f-aKzE,gymnastics tumbling,17,27,20.333333,25.800000,6
8Cpz25Zak-s,gymnastics tumbling,6,16,6.000000,9.403403,5
8_xnqCd7t80,gymnastics tumbling,2,12,2.740000,5.560000,2
-Gfncisg2GE,gymnastics tumbling,1,11,1.000000,3.900000,3
-qemAFCmsGs,gymnastics tumbling,0,10,2.686020,4.621288,2
_eg0KBwFxHM,gymnastics tumbling,0,10,0.767434,4.304304,2
_iNUIoV2VaY,gymnastics tumbling,2,12,2.000000,12.000000,14
AIM95az_AAo,hammer throw,3,13,5.035369,8.238572,5
AYcsAYm3Pic,hammer throw,28,38,28.000000,34.439773,4
AYmxGPPrPfQ,hammer throw,5,15,5.000000,8.269937,4
A8AmqP62Drc,hammer throw,2,12,6.166667,12.000000,5
BGQ_S4bh5xc,hammer throw,85,95,88.587219,94.969133,5
BYIVypojJQk,hammer throw,3,13,3.533333,10.533333,7
CNaEwBpDBnU,hammer throw,5,15,5.000000,6.800000,3
C7KCfonL7m8,hammer throw,4,14,6.166739,11.933598,7
DHIpAc31uRE,hammer throw,6,16,6.000000,11.338672,6
DPMLnA2MFEg,hammer throw,4,14,4.000000,5.167835,3
EuLoaD66KNc,hammer throw,1,11,1.000000,6.605606,6
FCOle0271sc,hammer throw,5,15,5.000000,8.541667,5
FGNIvHz0qVg,hammer throw,4,14,4.000000,10.933333,8
Fw0BEU65mD8,hammer throw,16,26,16.000000,18.560000,3
G2GQu2Y2NZQ,hammer throw,47,57,47.000000,49.916667,2
HJ7985fb0Cw,hammer throw,2,12,5.466667,10.200000,5
H1I7X3JfyDA,hammer throw,4,14,4.000000,6.333333,3
H1I7X3JfyDA,hammer throw,4,14,10.916666,14.000000,3
Iddmy96hbLg,hammer throw,4,14,4.000000,5.720000,4
In-eaqpjMXU,hammer throw,2,12,2.000000,7.100000,6
IuFMsbF0E5A,hammer throw,2,12,2.000000,8.700000,4
I_Hl8Mpm8lA,hammer throw,4,14,4.000000,7.833333,6
JJtDmjRNmJA,hammer throw,0,10,0.933333,6.666667,7
JZprLmIHAh4,hammer throw,4,14,4.000000,7.933333,5
JmPjQHp4WRw,hammer throw,3,13,3.000000,12.976643,2
J6salUs6U9o,hammer throw,135,145,135.000000,139.200000,6
Ka5VqYYzoEs,hammer throw,1,11,1.000000,5.680000,7
LMWOVe3-e-g,hammer throw,7,17,7.000000,10.966667,5
LgzRhwcPi0k,hammer throw,2,12,2.500501,7.872540,6
L5kTMXSYieg,hammer throw,2,12,2.000000,6.604605,6
MApWjjoHr-Q,hammer throw,4,14,4.000000,7.066871,5
MN-LoAvOrsw,hammer throw,6,16,9.136470,13.974641,7
MRQNXJyye9s,hammer throw,80,90,80.000000,89.242576,4
MURg-NmxZGw,hammer throw,20,30,20.000000,26.083333,4
Mj1IPBEG9t8,hammer throw,14,24,14.000000,17.866667,6
NQSGPMGjmZw,hammer throw,4,14,4.000000,8.766667,6
Nf0NYbRJDlg,hammer throw,3,13,3.000000,7.070737,6
OaRMyZiMNIE,hammer throw,42,52,42.000000,44.066667,4
OaRMyZiMNIE,hammer throw,42,52,47.400000,52.000000,5
Ol_p4gjEgqg,hammer throw,6,16,6.000000,11.454545,4
OsEjb8EQSUE,hammer throw,13,23,14.835169,20.674341,7
PNTvTPYnSoE,hammer throw,391,401,391.000000,392.920000,4
PdCCSVt6fP8,hammer throw,9,19,10.040000,16.600000,7
QAa0AuXT9vA,hammer throw,3,13,5.630041,8.385322,3
QK4DhxkH3mQ,hammer throw,2,12,4.169461,9.844771,4
RKT3_I7OIC4,hammer throw,2,12,2.000000,11.976643,9
RQA8w0vVJXg,hammer throw,0,10,0.000000,5.233333,6
RaZ-eS0fn9s,hammer throw,1,11,2.433333,5.733333,5
RpsVCX_N1Xg,hammer throw,2,12,2.000000,5.400000,6
R4ZMlI9ql-0,hammer throw,25,35,29.840000,31.980000,4
S4mYn8BvyPU,hammer throw,6,16,6.000000,12.700000,6
TIZ_S8m_O2Q,hammer throw,143,153,144.935269,152.676343,6
T8nK-L-Ew9s,hammer throw,2,12,2.000000,6.371038,6
We0i8NeAUIA,hammer throw,6,16,6.000000,8.602603,4
YCdPa5gJYmc,hammer throw,16,26,16.033367,20.004004,2
bPxnFtqyl8o,hammer throw,1,11,1.000000,6.377683,5
cJkgF2cMzpE,hammer throw,47,57,47.000000,51.738071,7
dVikEmryBgA,hammer throw,6,16,6.000000,8.266667,3
d2gpbHSItX4,hammer throw,3,13,3.000000,7.404404,6
eE1Qej1DPXg,hammer throw,10,20,11.320000,16.920000,7
egcWF_4jp3c,hammer throw,3,13,4.134468,10.674341,7
exhHXfqvtBw,hammer throw,29,39,31.569236,35.406406,5
exhHXfqvtBw,hammer throw,29,39,36.574241,38.609610,3
e0H-Q9_kmdQ,hammer throw,32,42,32.000000,34.535869,2
e95juddL7jM,hammer throw,579,589,579.000000,580.501502,4
e95juddL7jM,hammer throw,579,589,584.188522,588.976643,7
fpt1ZOTurQ0,hammer throw,7,17,11.063950,16.546448,7
f7WvYDhyP1o,hammer throw,17,27,17.000000,24.007007,6
gAoq0pGcfNM,hammer throw,2,12,2.000000,5.300112,5
gGnZHeKNaeY,hammer throw,1,11,1.000000,4.433333,4
gikGIjtDHvo,hammer throw,5,15,5.000000,6.233333,2
gpD8W6b3BTo,hammer throw,1,11,1.033333,4.233333,3
hS63C6s8eW0,hammer throw,4,14,4.000000,5.280000,2
i2NmXvThWEs,hammer throw,6,16,6.000000,10.000000,4
jAW9loANAuo,hammer throw,2,12,2.000000,5.200000,5
jqHpty7hjC0,hammer throw,3,13,3.000000,6.533333,5
kVLS5g6C8qU,hammer throw,0,10,0.000000,4.512485,6
lWO4svJAKTA,hammer throw,4,14,4.000000,6.466667,4
luRjlZcNSaE,hammer throw,1,11,1.000000,3.280000,3
mgiA73Ddnpg,hammer throw,0,10,5.000000,10.000000,6
m1dUGMjea6E,hammer throw,2,12,2.000000,7.416667,7
m8lZFDOrz5s,hammer throw,3,13,3.000000,10.974641,6
nNB3rlTzw5M,hammer throw,57,67,57.533333,59.866667,4
nzGiR8QG7aA,hammer throw,0,10,4.100000,9.966667,7
n9G8nN0H8kE,hammer throw,1,11,2.500000,7.666667,6
oVdPb1N4Lds,hammer throw,8,18,8.000000,12.771438,6
pr7UmDrSOKU,hammer throw,8,18,10.322973,14.207946,3
p5gYu1up1Ac,hammer throw,9,19,10.533333,15.633333,6
p6xd-DUdIxI,hammer throw,0,10,0.333333,6.708333,7
qzqk8WfuPpg,hammer throw,2,12,2.000000,11.976643,4
q12zaveInao,hammer throw,1,11,3.840000,9.800000,7
rxnh_WSh-DI,hammer throw,2,12,5.169837,9.223890,2
r3JqUQR3M-I,hammer throw,3,13,7.871538,12.976643,4
sQVhV8ubZCs,hammer throw,0,10,0.000000,5.472139,7
sc5bsO7CYDs,hammer throw,11,21,11.000000,15.766667,4
tBPqkBvKl_M,hammer throw,5,15,5.000000,7.133333,3
tZLFEDrz3yM,hammer throw,0,10,2.448276,8.068966,7
t4aC6WnAep4,hammer throw,5,15,5.400000,9.850000,2
t4aC6WnAep4,hammer throw,5,15,13.133333,15.000000,2
uE5o92zMeyE,hammer throw,35,45,35.000000,45.000000,4
uGYm4GgHzkY,hammer throw,2,12,3.251251,8.506507,6
uGYm4GgHzkY,hammer throw,2,12,8.881882,11.780614,4
uLIhZsZ7vho,hammer throw,5,15,5.000000,5.900901,2
u4pa4CmiGfM,hammer throw,155,165,159.379379,164.384384,5
vi-aaXsK6Vs,hammer throw,699,709,699.840000,701.720000,4
wQTdh5Un8B8,hammer throw,1,11,1.000000,4.700000,6
yCGwT3y8KlA,hammer throw,2,12,2.000000,10.657285,3
yVKwJ-fZPc0,hammer throw,4,14,4.000000,7.000000,4
zGo1AJ7i0Co,hammer throw,117,127,118.880000,124.640000,7
0gwIJfTMWCg,hammer throw,2,12,2.880000,8.880000,7
1GsDD7CO2qY,hammer throw,4,14,4.000000,6.466667,4
1dj_ZZi6_ng,hammer throw,20,30,20.000000,25.000000,6
1xZo8DECdGY,hammer throw,2,12,2.000000,6.838172,6
2VMNiUtJ2mY,hammer throw,3,13,3.000000,5.869536,5
5GKCsNc9iSE,hammer throw,1,11,5.204204,8.874541,4
5oiohAjFVb0,hammer throw,2,12,2.000000,4.265487,2
5tETMUt4TYg,hammer throw,20,30,20.000000,26.139473,7
50RrC35Kf8U,hammer throw,11,21,11.000000,13.035369,3
6fPnoWDjtKM,hammer throw,5,15,5.000000,7.900000,4
7AGxBk-oTZI,hammer throw,2,12,4.168836,8.906907,6
7PJY5-51NGo,hammer throw,5,15,5.000000,7.833333,5
8Mry0JtTh8E,hammer throw,8,18,8.400400,14.639973,7
9JbYeORC5Og,hammer throw,1,11,1.000000,6.206897,5
9skFnyfWjdc,hammer throw,44,54,44.000000,50.740073,3
99KFXxzktLE,hammer throw,2,12,2.000000,6.500000,5
-obP7eeuMV4,hammer throw,1,11,1.000000,8.583333,5
-6uNJNQKvO8,hammer throw,2,12,2.000000,5.793103,5
An_cOwmcbT4,headbanging,19,29,20.397743,25.340981,14
A378plWQMVU,headbanging,17,27,17.000000,19.750000,5
BlPgNmpLoF8,headbanging,3,13,3.000000,7.537871,10
B19YTDAo_fE,headbanging,0,10,0.566666,2.766667,2
DhUq3KNGyuc,headbanging,2,12,2.000000,10.491008,13
EJKOrmsZc4o,headbanging,6,16,6.000000,16.000000,8
EpU_m_NFeCY,headbanging,1,11,1.000000,10.325000,14
GsMWkccaAKQ,headbanging,27,37,27.000000,30.280000,8
I0hkd6fRxUg,headbanging,32,42,32.000000,33.280000,2
I0hkd6fRxUg,headbanging,32,42,36.560000,42.000000,11
JiJoeswWAY4,headbanging,4,14,4.000000,7.853854,10
JxdfQ01oUjY,headbanging,4,14,7.600000,10.066667,4
KXe6qqRNZuY,headbanging,78,88,78.000000,88.000000,19
MKlGH4ZYiqc,headbanging,40,50,40.000000,50.000000,22
MdfI8s1VwuU,headbanging,4,14,4.367034,7.169837,3
MdfI8s1VwuU,headbanging,4,14,10.172840,12.041375,2
NZUqg4JweWk,headbanging,9,19,12.133333,19.000000,27
N1Ry4AhhSHI,headbanging,0,10,0.000000,3.169837,4
N1Ry4AhhSHI,headbanging,0,10,4.537871,6.139473,3
OAvWq3UHZ_o,headbanging,109,119,109.000000,119.000000,26
OmE3w25SEI0,headbanging,32,42,32.900000,42.000000,11
O_S0VnbQGtI,headbanging,2,12,2.000000,4.166667,4
QnZqVHtLm6g,headbanging,0,10,2.354166,4.812500,4
QnZqVHtLm6g,headbanging,0,10,7.625000,10.000000,4
RkHSsqcCJkk,headbanging,102,112,102.000000,105.576353,5
RkHSsqcCJkk,headbanging,102,112,106.567391,110.402275,6
SFsQndjSkkU,headbanging,100,110,100.000000,102.369036,6
TcsRwCqaxM0,headbanging,8,18,8.000000,13.040000,6
TrcREy4i7rU,headbanging,80,90,80.000000,85.958333,11
TrcREy4i7rU,headbanging,80,90,86.729167,90.000000,5
UcJb8w1CzkY,headbanging,1,11,1.000000,8.416667,8
UcJb8w1CzkY,headbanging,1,11,9.916667,11.000000,2
X2sg6AgV6AE,headbanging,0,10,0.000000,9.976643,17
Yjap99rbJDc,headbanging,24,34,24.000000,26.766667,4
aGwCiVB4mMU,headbanging,9,19,9.000000,14.922589,8
aGwCiVB4mMU,headbanging,9,19,16.716050,18.926593,3
aL9nqh5WdpI,headbanging,4,14,4.000000,8.333333,4
aQZJrrqeXHM,headbanging,18,28,18.100000,21.133333,5
bS6sRdTifEE,headbanging,7,17,14.200000,17.000000,4
cO7JePkXu_8,headbanging,239,249,239.000000,248.309309,9
czhtdCyURgc,headbanging,0,10,0.000000,6.233333,5
czhtdCyURgc,headbanging,0,10,7.133333,10.000000,2
fHfA_-QpnYA,headbanging,5,15,5.000000,15.000000,18
f1JV7-qNFi8,headbanging,154,164,154.000000,164.000000,19
gNfujooDn8M,headbanging,24,34,24.000000,33.376043,13
gbnpuSFv6t8,headbanging,20,30,20.000000,26.898551,11
gjgbc-xxJh4,headbanging,1,11,1.000000,11.000000,9
hA07i4CSg8U,headbanging,24,34,24.000000,28.646188,6
ivnb31POC7k,headbanging,16,26,18.800000,21.266667,6
i9AhzRJbYnY,headbanging,5,15,5.000000,12.148749,16
i-15iRqUoTI,headbanging,8,18,8.000000,9.501502,2
i-15iRqUoTI,headbanging,8,18,13.071738,17.976643,5
jbSB6H7jC08,headbanging,1,11,1.000000,5.866667,8
ke3TtsME6Zw,headbanging,5,15,5.000000,15.000000,16
